视频链接,视频名称,总播放数,历史累计弹幕数,上传时间,点赞数,投币数,收藏数,转发数,标签
https://www.bilibili.com/video/BV1ka41147p6?from=search,近十年分析：大学生就业，选择城市排行榜,206589,1853,2022-04-01 18:00:00,8772,2797,3439,1529,"社会观察局,科普,知识,社科·法律·心理,知识,教育,毕业,社会,热点,就业,大学生,年轻人"
https://www.bilibili.com/video/BV1Ev4y1V7XK?from=search,二本到985，计算机各学历就业与薪资情况，就业形式怎么样？,87492,231,2023-03-31 20:46:59,2511,684,1826,415,"计算机,编程,程序员,科技,计算机技术,学历,就业,薪资,编程开发"
https://www.bilibili.com/video/BV1e24y1L79B?from=search,张雪峰：文科就业最好的专业,120390,45,2023-03-30 09:42:11,1226,41,1047,423,"一起上岸吧,知识,校园学习,专业,大学,鲁豫有约,就业,志愿,志愿填报,张雪峰,一起上岸吧！"
https://www.bilibili.com/video/BV1gM4y1B7iC?from=search,本科毕业先就业还是先考研？听听大学校长怎么说,10385,8,2023-05-23 13:30:06,390,17,163,40,"WhisperofHope,考研,知识,校园学习,毕业,大学,学历,校长,本科,经验分享,就业"
https://www.bilibili.com/video/BV1Sv4y1s7uj?from=search,张雪峰谈工科就业趋势，考研是最好出路，本科能干什么？,75117,68,2023-02-13 20:16:23,1420,46,252,106,"把心事说给树洞听,考研,必剪创作,知识,校园学习,大学,志愿填报,就业,工科,张雪峰,查分,调剂,“遇见你，怦然心动”2023情人节活动"
https://www.bilibili.com/video/BV1wv4y1v7cW?from=search,我感觉英语专业是个坑，就业难，好后悔！,218422,669,2023-01-06 22:29:19,4651,554,2029,562,"知识,校园学习,大学,经验分享,就业,英语专业"
https://www.bilibili.com/video/BV1Sv4y1X741?from=search,英语专业就业前景怎么样,90442,149,2022-12-11 19:04:01,3047,120,787,490,"为考研生加油,考研,必剪创作,知识,职业职场,年终校园大赏,公务员,张雪峰,升学规划"
https://www.bilibili.com/video/BV1rY411R7Na?from=search,【张雪峰】二本土木就业不好，想跨考到计算机挣大钱，能考上吗,68859,16,2022-11-22 16:32:20,2436,158,966,140,"计算机,考研,知识,校园学习,大学,老师,就业,土木,二本,张雪峰"
https://www.bilibili.com/video/BV1vh4y1X7uS?from=search,【柳先森】你适合的就业方向和专业,9130,92,2023-06-13 23:18:29,893,225,174,6,"必剪创作,生活,日常,生活记录,专业,塔罗,工作"
https://www.bilibili.com/video/BV1y14y1f79W?from=search,温铁军：今年就业难背后真正的原因，高端产业受限满足不了大学生就业需求，同时东南亚国家抢占低端制造业劳动密集型产业的市场，两头受夹,89236,77,2023-04-25 22:49:34,1895,102,639,240,"社会洞察计划,知识,社科·法律·心理,星海计划,中国,就业,原因,真正,市场,产业,大学生,劳动"
https://www.bilibili.com/video/BV1VW4y1R75w?from=search,现在就是经济危机 只不过大家都不提了 明显在就业上,232826,91,2023-05-31 15:17:45,2651,65,845,462,"别卷了，互联网人,知识,职业职场,就业,AIGC启航计划"
https://www.bilibili.com/video/BV1WT411B7ef?from=search,张雪峰老师聊法学就业，谁圈子强谁就强！掏心窝子的话！！,52415,34,2023-04-01 10:03:28,659,40,602,188,"一起上岸吧,法学,知识,校园学习,就业,圈子,经验分享,老师,张雪峰,一起上岸吧！"
https://www.bilibili.com/video/BV1X8411o7fj?from=search,【工益公益】去摆摊，去做家教，去打工，去讨生活——工益小组中临近毕业而难以就业的大学生成员的首要任务,38899,126,2023-06-06 02:51:11,1816,769,427,255,"知识,社科·法律·心理,大学生就业难,工益,实践,现实"
